  N levels =   24          CBMF=    20.683     SST=    7.80 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.672       3.362015     0.048    0.00       0.957
    950.0     0.587       3.188082     0.051    0.00       1.352
    900.0    -3.225       2.383056     0.053    0.00       1.392
    850.0    -6.755       1.634603     0.056    0.00       1.503
    800.0   -10.353       1.037189     0.057    0.00       1.638
    750.0   -14.051       0.543540     0.059    0.00       1.609
    700.0   -17.969       0.269521     0.060    0.00       1.490
    650.0   -22.365       0.125733     0.061    0.00       1.315
    600.0   -27.168       0.055698     0.063    0.00       1.104
    550.0   -32.566       0.029436     0.066    0.00       0.807
    500.0   -38.631       0.021738     0.069    0.00       0.638
    450.0   -45.294       0.018263     0.073    0.00       0.625
    400.0   -52.567       0.013231     0.077    0.00       0.476
    350.0   -60.653       0.010740     0.085    0.00       0.411
    300.0   -69.655       0.005610     0.096    0.00       0.138
    250.0   -74.262       0.003407     0.117    0.00       0.024
    200.0   -73.047       0.001000     0.153    0.00       0.011
    150.0   -74.084       0.001000     0.202    0.00       0.002
    100.0   -73.146       0.001000     0.405    0.00       0.000
     80.0   -70.561       0.001000     0.755    0.00      -0.004
     60.0   -64.117       0.001000     2.042    0.00      -0.015
     40.0   -55.468       0.001000     5.238    0.00      -0.029
     30.0   -48.983       0.001000     8.440    0.00      -0.040
     25.0   -37.493       0.001000    10.124    0.00      -0.060
