 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.672                  3.362                  0.633              
   950.000                  0.587                  3.188                  0.800              
   900.000                 -3.225                  2.383                  0.743              
   850.000                 -6.755                  1.635                  0.664              
   800.000                -10.353                  1.037                  0.545              
   750.000                -14.051                  0.544                  0.389              
   700.000                -17.969                  0.270                  0.274              
   650.000                -22.365                  0.126                  0.204              
   600.000                -27.168                  0.056                  0.168              
   550.000                -32.566                  0.029                  0.150              
   500.000                -38.631                  0.022                  0.183              
   450.000                -45.294                  0.018                  0.326              
   400.000                -52.567                  0.013                  0.572              
   350.000                -60.653                  0.011                  0.770              
   300.000                -69.655                  0.006                  1.006              
   250.000                -74.262                  0.003                  1.000              
   200.000                -73.047                  0.001                  0.178              
   150.000                -74.084                  0.001                  0.154              
   100.000                -73.146                  0.001                  0.093              
    80.000                -70.561                  0.001                  0.053              
    60.000                -64.117                  0.001                  0.017              
    40.000                -55.468                  0.001                  0.004              
    30.000                -48.983                  0.001                  0.001              
    25.000                -37.493                  0.001                  0.000              
