 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.703                  3.995                  0.652              
   950.000                  2.616                  3.808                  0.824              
   900.000                 -1.006                  2.937                  0.776              
   850.000                 -4.384                  2.028                  0.708              
   800.000                 -7.840                  1.338                  0.609              
   750.000                -11.453                  0.835                  0.489              
   700.000                -15.356                  0.485                  0.398              
   650.000                -19.645                  0.267                  0.357              
   600.000                -24.440                  0.148                  0.356              
   550.000                -29.877                  0.094                  0.384              
   500.000                -36.029                  0.073                  0.475              
   450.000                -42.728                  0.053                  0.679              
   400.000                -50.007                  0.028                  0.986              
   350.000                -58.089                  0.017                  0.972              
   300.000                -67.049                  0.008                  1.000              
   250.000                -73.240                  0.004                  0.996              
   200.000                -72.471                  0.001                  0.181              
   150.000                -74.013                  0.001                  0.163              
   100.000                -73.994                  0.001                  0.112              
    80.000                -72.418                  0.001                  0.081              
    60.000                -66.587                  0.001                  0.037              
    40.000                -57.554                  0.001                  0.012              
    30.000                -50.226                  0.001                  0.005              
    25.000                -37.290                  0.001                  0.002              
