  N levels =   24          CBMF=    16.487     SST=   12.04 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     9.100       4.832745     0.048    0.00       1.676
    950.0     5.000       4.654950     0.051    0.00       1.714
    900.0     1.592       3.450785     0.053    0.00       1.732
    850.0    -1.927       2.595715     0.056    0.00       1.599
    800.0    -5.206       1.721554     0.057    0.00       1.604
    750.0    -8.561       1.054104     0.059    0.00       1.589
    700.0   -12.184       0.663326     0.060    0.00       1.553
    650.0   -16.339       0.430851     0.061    0.00       1.487
    600.0   -21.026       0.265285     0.063    0.00       1.395
    550.0   -26.355       0.167916     0.066    0.00       1.307
    500.0   -32.489       0.125184     0.069    0.00       1.318
    450.0   -39.261       0.084495     0.073    0.00       1.440
    400.0   -46.621       0.045676     0.077    0.00       1.444
    350.0   -54.821       0.024698     0.085    0.00       1.233
    300.0   -64.012       0.012602     0.096    0.00       0.942
    250.0   -72.001       0.004822     0.117    0.00       0.685
    200.0   -68.965       0.001000     0.153    0.00       0.352
    150.0   -69.254       0.001000     0.202    0.00       0.075
    100.0   -67.865       0.001000     0.405    0.00      -0.029
     80.0   -64.904       0.001000     0.755    0.00      -0.041
     60.0   -57.773       0.001000     2.042    0.00      -0.077
     40.0   -48.291       0.001000     5.238    0.00      -0.124
     30.0   -40.933       0.001000     8.440    0.00      -0.161
     25.0   -26.476       0.001000    10.124    0.00      -0.233
