 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.100                  4.833                  0.737              
   950.000                  5.000                  4.655                  0.918              
   900.000                  1.592                  3.451                  0.765              
   850.000                 -1.927                  2.596                  0.711              
   800.000                 -5.206                  1.722                  0.634              
   750.000                 -8.561                  1.054                  0.545              
   700.000                -12.184                  0.663                  0.471              
   650.000                -16.339                  0.431                  0.410              
   600.000                -21.026                  0.265                  0.363              
   550.000                -26.355                  0.168                  0.341              
   500.000                -32.489                  0.125                  0.362              
   450.000                -39.261                  0.084                  0.430              
   400.000                -46.621                  0.046                  0.491              
   350.000                -54.821                  0.025                  0.536              
   300.000                -64.012                  0.013                  0.640              
   250.000                -72.001                  0.005                  0.838              
   200.000                -68.965                  0.001                  0.573              
   150.000                -69.254                  0.001                  0.312              
   100.000                -67.865                  0.001                  0.049              
    80.000                -64.904                  0.001                  0.028              
    60.000                -57.773                  0.001                  0.010              
    40.000                -48.291                  0.001                  0.003              
    30.000                -40.933                  0.001                  0.001              
    25.000                -26.476                  0.001                  0.000              
