 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.110                  3.020                  0.678              
   950.000                 -0.988                  2.861                  0.852              
   900.000                 -4.760                  2.036                  0.753              
   850.000                 -8.304                  1.356                  0.681              
   800.000                -11.942                  0.858                  0.585              
   750.000                -15.738                  0.494                  0.468              
   700.000                -19.804                  0.240                  0.374              
   650.000                -24.212                  0.112                  0.310              
   600.000                -29.063                  0.058                  0.269              
   550.000                -34.448                  0.026                  0.239              
   500.000                -40.487                  0.020                  0.260              
   450.000                -47.154                  0.017                  0.348              
   400.000                -54.470                  0.014                  0.493              
   350.000                -62.561                  0.013                  0.743              
   300.000                -71.168                  0.005                  0.824              
   250.000                -74.891                  0.003                  0.882              
   200.000                -73.437                  0.001                  0.308              
   150.000                -73.958                  0.001                  0.253              
   100.000                -72.137                  0.001                  0.131              
    80.000                -68.697                  0.001                  0.030              
    60.000                -60.982                  0.001                  0.009              
    40.000                -50.712                  0.001                  0.002              
    30.000                -42.459                  0.001                  0.001              
    25.000                -26.087                  0.001                  0.000              
